LINE_NAME,trait,num_value
EY4686,NDF_BLUP,
EZ4466,NDF_BLUP,
EY3747,NDF_BLUP,
EY3671,NDF_BLUP,-0.95345738
SHEILA,NDF_BLUP,
INTERACTIS,NDF_BLUP,
KIMMICH,NDF_BLUP,-0.52243099
EZ5758,NDF_BLUP,
EZ7037,NDF_BLUP,
EY3527,NDF_BLUP,
EY7035,NDF_BLUP,
DKC2972,NDF_BLUP,-0.80256003
DKC5432,NDF_BLUP,0.82892992
EX2604,NDF_BLUP,-1.37443997
DKC4611,NDF_BLUP,
DKC5210,NDF_BLUP,
EY6944,NDF_BLUP,
EY6850,NDF_BLUP,
EZ3345,NDF_BLUP,-1.46247616
EZ3680,NDF_BLUP,0.89965052
EZ3547,NDF_BLUP,-0.45348475
BCOOL,NDF_BLUP,
EX6017,NDF_BLUP,
DKC4917,NDF_BLUP,
EY4157,NDF_BLUP,
APRECIA,NDF_BLUP,0.50405565
DKC6808,NDF_BLUP,
EY4260,NDF_BLUP,0.13598333
DKC6503,NDF_BLUP,
DKC5031WX,NDF_BLUP,
EX5257,NDF_BLUP,
IZZLI,NDF_BLUP,
EY5325,NDF_BLUP,
EZ3444,NDF_BLUP,-0.13641666
DKC5148,NDF_BLUP,
EY5844,NDF_BLUP,
EU6750,NDF_BLUP,
EX4852,NDF_BLUP,
EZ4576,NDF_BLUP,
EY4334,NDF_BLUP,
DKC3513,NDF_BLUP,0.22651168
EW5322SQGZ,NDF_BLUP,
ZENANCE,NDF_BLUP,0.3075118
PEDINI,NDF_BLUP,
OSIKO,NDF_BLUP,0.53473154
EZ3552,NDF_BLUP,-1.14122295
ES3726,NDF_BLUP,
EY3437,NDF_BLUP,-0.2753412
IMEDIA,NDF_BLUP,-0.05155201
DKC3710,NDF_BLUP,-0.30220044
EW3084,NDF_BLUP,
EY5049,NDF_BLUP,
DKC5685,NDF_BLUP,
DKC3418,NDF_BLUP,-0.16892361
EZ2979,NDF_BLUP,
EZ5852,NDF_BLUP,
DKC4238,NDF_BLUP,
DKC4231,NDF_BLUP,
DALAMER,NDF_BLUP,
EY4689,NDF_BLUP,
EX4151,NDF_BLUP,
EZ6769,NDF_BLUP,
DKC3434,NDF_BLUP,-0.53724096
EY5047,NDF_BLUP,
EZ5266,NDF_BLUP,
DKC4316,NDF_BLUP,
EZ6768,NDF_BLUP,
EZ3758,NDF_BLUP,
EZ5053,NDF_BLUP,
EX3833,NDF_BLUP,
INALTERA,NDF_BLUP,
EY4747,NDF_BLUP,
EX3828,NDF_BLUP,
EV3293,NDF_BLUP,-1.2930564
EUPHYTIA,NDF_BLUP,
DKC5182WX,NDF_BLUP,
EY6661,NDF_BLUP,
EZ4941,NDF_BLUP,
EX4745,NDF_BLUP,
EV5841,NDF_BLUP,
EY5639,NDF_BLUP,
AZUMAYA,NDF_BLUP,
DKC5029,NDF_BLUP,1.280774
DKC5159,NDF_BLUP,
EV3825,NDF_BLUP,
DKC4655,NDF_BLUP,
EX4676,NDF_BLUP,
EX6759,NDF_BLUP,
EW4455,NDF_BLUP,
EZ4860,NDF_BLUP,
EZ3753,NDF_BLUP,0.42892559
EY3837,NDF_BLUP,
EX3952,NDF_BLUP,
EW3297,NDF_BLUP,-0.00541269
DKC5812,NDF_BLUP,0.48524012
EY4859SQGZ,NDF_BLUP,
DKC3990,NDF_BLUP,1.14871233
EZ3850,NDF_BLUP,
EX6439,NDF_BLUP,
EZ5051,NDF_BLUP,
EV5153,NDF_BLUP,
EX6849,NDF_BLUP,
EZ4062,NDF_BLUP,
CORTON,NDF_BLUP,
EV6525,NDF_BLUP,
EZ3543,NDF_BLUP,0.00405436
EZ3843,NDF_BLUP,
DKC5016,NDF_BLUP,
EZ4465,NDF_BLUP,
SYNOPSIS,NDF_BLUP,
SPOUTNIK,NDF_BLUP,
EY4058,NDF_BLUP,
EY3438,NDF_BLUP,-0.50474543
ET7019KDDZ,NDF_BLUP,
DKC3937,NDF_BLUP,0.36055698
DKC3402,NDF_BLUP,
ES3932,NDF_BLUP,
EZ3845,NDF_BLUP,
EXPERTIZE,NDF_BLUP,
ZORAN,NDF_BLUP,
DKC3204,NDF_BLUP,-1.70856523
DKC3939,NDF_BLUP,
DKC6980YG,NDF_BLUP,
EY6534,NDF_BLUP,
DKC5209,NDF_BLUP,
LIMONAIRE,NDF_BLUP,
ET3822,NDF_BLUP,
DKC3888WX,NDF_BLUP,
EZ5851,NDF_BLUP,
EZ5050,NDF_BLUP,
DKC3419,NDF_BLUP,-0.29740009
EY3746,NDF_BLUP,
EZ3550,NDF_BLUP,-0.30380178
EZ4067,NDF_BLUP,
EZ3553,NDF_BLUP,
DKC4014,NDF_BLUP,
EU4447,NDF_BLUP,
EZ5761,NDF_BLUP,
DKC3450,NDF_BLUP,-0.20684619
EY3954,NDF_BLUP,0.17485151
EZ2978,NDF_BLUP,-1.87570903
EY3339,NDF_BLUP,-0.12231315
DKC3789,NDF_BLUP,
EZ3965,NDF_BLUP,
DKC4943,NDF_BLUP,
MAGAN,NDF_BLUP,
EZ3342,NDF_BLUP,-0.96180548
ARTEMIDE,NDF_BLUP,
EV3662,NDF_BLUP,-0.17576657
EY3533,NDF_BLUP,-0.28540289
DKC6728,NDF_BLUP,
DKC4320,NDF_BLUP,-0.43309788
EY3672,NDF_BLUP,0.82016418
EY6943,NDF_BLUP,
EX3832,NDF_BLUP,
EV5741,NDF_BLUP,
EX6530,NDF_BLUP,
DKC3844,NDF_BLUP,
EX6018,NDF_BLUP,
DKC3969,NDF_BLUP,
EY3956,NDF_BLUP,
EZ3551,NDF_BLUP,-1.53362591
EZ3449,NDF_BLUP,-0.27427416
NQ3224,NDF_BLUP,
EZ3450,NDF_BLUP,-1.43768316
EX3525,NDF_BLUP,-0.03927764
DUELING,NDF_BLUP,
EU5631,NDF_BLUP,
EX4054,NDF_BLUP,
EZ5644,NDF_BLUP,
EU3661,NDF_BLUP,0.04359038
DKC4391WX,NDF_BLUP,
EZ3849,NDF_BLUP,
EZ5161,NDF_BLUP,
DKC6664,NDF_BLUP,
EZ6767,NDF_BLUP,
DKC3924,NDF_BLUP,
EZ3757,NDF_BLUP,
EY4751,NDF_BLUP,
EZ4065,NDF_BLUP,
STAROF,NDF_BLUP,
DKC3796,NDF_BLUP,
DKC3006,NDF_BLUP,
C955,NDF_BLUP,
EZ4462,NDF_BLUP,
EZ3840,NDF_BLUP,-0.15458824
EY3532,NDF_BLUP,-1.28299131
EZ4061,NDF_BLUP,
INFORMATIKA,NDF_BLUP,
DKC3247,NDF_BLUP,
EU4657,NDF_BLUP,
EX6758,NDF_BLUP,
KANELA,NDF_BLUP,-0.3054216
EZ6226,NDF_BLUP,
DKC5144,NDF_BLUP,1.58779706
EV6931,NDF_BLUP,
EZ3681,NDF_BLUP,0.23217584
EZ7039,NDF_BLUP,
EZ5159,NDF_BLUP,
EZ3844,NDF_BLUP,
KABARDI,NDF_BLUP,
DKC6980,NDF_BLUP,
AZZETI,NDF_BLUP,-0.72142822
DKC5049,NDF_BLUP,
EY3751,NDF_BLUP,-0.56789456
DKC3539,NDF_BLUP,0.20094538
EZ5054,NDF_BLUP,
IONITI,NDF_BLUP,
EV3516,NDF_BLUP,-0.44035049
DKC4726,NDF_BLUP,
EY4057,NDF_BLUP,
EY5261,NDF_BLUP,
EX3202,NDF_BLUP,-1.27750674
DKC4908,NDF_BLUP,
FIERTE,NDF_BLUP,
EZ3544,NDF_BLUP,-0.18855615
EZ3761,NDF_BLUP,
EX4152,NDF_BLUP,-1.02979317
EZ3344,NDF_BLUP,-0.8677842
EY3205,NDF_BLUP,
EU4663,NDF_BLUP,
OYOLA,NDF_BLUP,
EZ3548,NDF_BLUP,-0.62758804
EX4937,NDF_BLUP,
DKC4228,NDF_BLUP,
ES6638SQGZ,NDF_BLUP,
EU6223,NDF_BLUP,
EX3188,NDF_BLUP,-0.51432612
ET4134,NDF_BLUP,
EZ3206,NDF_BLUP,-0.97550257
DKC6492,NDF_BLUP,
EZ3764,NDF_BLUP,
DKC4751,NDF_BLUP,
EZ4861,NDF_BLUP,
EZ3682,NDF_BLUP,0.43815704
EZ4262,NDF_BLUP,
EW3326,NDF_BLUP,0.93663285
EX5552,NDF_BLUP,
DKC5685WX,NDF_BLUP,
EX3949,NDF_BLUP,
EX5553,NDF_BLUP,
EU3290,NDF_BLUP,0.11379336
EZ5643,NDF_BLUP,
EZ4464,NDF_BLUP,
EZ6858,NDF_BLUP,
EY5933,NDF_BLUP,
ES3159,NDF_BLUP,
EY4940,NDF_BLUP,
EY6762,NDF_BLUP,
EX3203,NDF_BLUP,0.02999022
EZ5558,NDF_BLUP,
EX4155,NDF_BLUP,
DKC3527,NDF_BLUP,
DKC5744,NDF_BLUP,
EZ3441,NDF_BLUP,-1.49874959
EY3436,NDF_BLUP,-0.49039117
EY4574,NDF_BLUP,
EV5152,NDF_BLUP,
DEVICE,NDF_BLUP,
EY6856,NDF_BLUP,
DKC3400,NDF_BLUP,
ET4442,NDF_BLUP,
EX4568,NDF_BLUP,
EY3538,NDF_BLUP,-0.48300611
DKC3149,NDF_BLUP,-1.41259414
EZ3346,NDF_BLUP,-0.51322273
DKC4621,NDF_BLUP,
EW3417,NDF_BLUP,0.25123724
DKC6715,NDF_BLUP,
DKC3442,NDF_BLUP,-0.65059849
DKC4125,NDF_BLUP,
EY4259,NDF_BLUP,
DKC4391,NDF_BLUP,
EZ3677,NDF_BLUP,-0.45630357
EV6321,NDF_BLUP,
EW6016SQGZ,NDF_BLUP,
EY7034,NDF_BLUP,
EW6757,NDF_BLUP,
EX5258,NDF_BLUP,
EX6532,NDF_BLUP,
EW4456,NDF_BLUP,
EY4336,NDF_BLUP,
EZ5760,NDF_BLUP,
ET6319KDDZ,NDF_BLUP,
DKC6777,NDF_BLUP,
EW4929,NDF_BLUP,0.59774726
EY3957,NDF_BLUP,
EY6855,NDF_BLUP,
DKC5075,NDF_BLUP,
DKC3719,NDF_BLUP,-0.82769777
DKC3623,NDF_BLUP,-0.52643723
EY4258,NDF_BLUP,
EX3087,NDF_BLUP,0.14040322
PAYKAN,NDF_BLUP,
DKC3972,NDF_BLUP,
EY3439,NDF_BLUP,-0.43816646
EX4936,NDF_BLUP,
ER4237,NDF_BLUP,
KOLEKTOR,NDF_BLUP,
EU6643,NDF_BLUP,
DKC6044,NDF_BLUP,
EZ3760,NDF_BLUP,
EV4326,NDF_BLUP,
EY6659,NDF_BLUP,
EW4931,NDF_BLUP,
EW4667,NDF_BLUP,
ET4440,NDF_BLUP,
EW2968,NDF_BLUP,-0.38394204
EZ3443,NDF_BLUP,-0.96416284
EY3089,NDF_BLUP,-1.08824694
EX6437,NDF_BLUP,
EX3425,NDF_BLUP,0.37219449
SPARKLING,NDF_BLUP,
DKC3575,NDF_BLUP,-0.56259045
DKC4814WX,NDF_BLUP,
EZ6535,NDF_BLUP,
EY4683,NDF_BLUP,
EZ3448,NDF_BLUP,-1.79610421
DKC4590WX,NDF_BLUP,
EX5432,NDF_BLUP,
DKC4533,NDF_BLUP,
DKC4162,NDF_BLUP,
DKC6761,NDF_BLUP,
EZ4579,NDF_BLUP,
EZ3842,NDF_BLUP,
EZ3193,NDF_BLUP,-1.02562972
EY3204,NDF_BLUP,
EX6531,NDF_BLUP,
EZ7117,NDF_BLUP,
EZ4461,NDF_BLUP,
EY4857,NDF_BLUP,
DKC3350,NDF_BLUP,0.64701485
EV5924,NDF_BLUP,
DKC7023,NDF_BLUP,
EY6533,NDF_BLUP,
EY4335,NDF_BLUP,
EZ3545,NDF_BLUP,-1.50528957
EZ3841,NDF_BLUP,
EY3673,NDF_BLUP,0.23449993
EY4572,NDF_BLUP,
EZ5559,NDF_BLUP,
EX5637,NDF_BLUP,
EU3310,NDF_BLUP,0.2040753
EZ4754,NDF_BLUP,
DKC4279,NDF_BLUP,1.11245587
DKC4010,NDF_BLUP,
EZ6771,NDF_BLUP,
DKC3096,NDF_BLUP,-1.69032013
EX3831,NDF_BLUP,
EZ2980,NDF_BLUP,
EZ5160,NDF_BLUP,
EZ5052,NDF_BLUP,
DKC3079,NDF_BLUP,
DKC4098,NDF_BLUP,
EY4573,NDF_BLUP,
EW2711,NDF_BLUP,
EY3529,NDF_BLUP,
EZ3683,NDF_BLUP,
ES6921,NDF_BLUP,
EZ3759,NDF_BLUP,
EZ3445,NDF_BLUP,-0.82250042
EX3333,NDF_BLUP,-0.12560618
EZ7115,NDF_BLUP,
EY4575,NDF_BLUP,
DKC5206,NDF_BLUP,
DKC7034,NDF_BLUP,
EZ3839,NDF_BLUP,0.50587595
DKC7240,NDF_BLUP,
DKC3305,NDF_BLUP,0.16226232
DKC4670,NDF_BLUP,
DKC3327,NDF_BLUP,-0.89055564
TENTAXION,NDF_BLUP,
EZ3442,NDF_BLUP,-0.63235814
ESTEVIO,NDF_BLUP,
EY3535,NDF_BLUP,0.0175064
DKC5709,NDF_BLUP,
EZ3963,NDF_BLUP,
EX4156,NDF_BLUP,
DKC4428,NDF_BLUP,
EZ3755,NDF_BLUP,0.77187669
EZ3348,NDF_BLUP,-1.77604188
EY5641,NDF_BLUP,
EZ3207,NDF_BLUP,-1.75212895
DKC3730,NDF_BLUP,
EV4557,NDF_BLUP,
DKC3088,NDF_BLUP,
DKC6402,NDF_BLUP,
EX4674,NDF_BLUP,
ICARE,NDF_BLUP,
DKC4897,NDF_BLUP,
MERJEN,NDF_BLUP,
EX3330XKLZ,NDF_BLUP,
DKC3601,NDF_BLUP,-0.19084766
MOGABRIX,NDF_BLUP,
DKC3595,NDF_BLUP,
EX4333,NDF_BLUP,
EZ5263,NDF_BLUP,
DKC4540,NDF_BLUP,
GARGANTUA,NDF_BLUP,-0.4184172
EX7030,NDF_BLUP,
DKC5182,NDF_BLUP,
JOLIVETTE,NDF_BLUP,-0.20373968
WEEKLI,NDF_BLUP,-0.50622335
FIDEKA,NDF_BLUP,-1.61972904
EW4930,NDF_BLUP,
EX4682,NDF_BLUP,
DKC4178,NDF_BLUP,
POPULARIO,NDF_BLUP,
DKC3724,NDF_BLUP,0.6717252
EZ3343,NDF_BLUP,-1.65760447
BAZALTIK,NDF_BLUP,
EW4150,NDF_BLUP,
DKC2990,NDF_BLUP,-0.85586592
DKC4908WX,NDF_BLUP,
DKC4712,NDF_BLUP,
KLERI,NDF_BLUP,-0.33978935
EV3663,NDF_BLUP,-0.12128097
EZ6859,NDF_BLUP,
EZ7040,NDF_BLUP,
EU4554,NDF_BLUP,
DKC6228,NDF_BLUP,
EZ5265,NDF_BLUP,
DKC3805,NDF_BLUP,
EW4834,NDF_BLUP,
EZ3678,NDF_BLUP,-0.38671315
DKC7107,NDF_BLUP,
EZ3964,NDF_BLUP,
EV6754,NDF_BLUP,
EZ4066,NDF_BLUP,
EZ4463,NDF_BLUP,
EY6854,NDF_BLUP,
DKC4433,NDF_BLUP,
EX3829,NDF_BLUP,0.22154932
EZ5437,NDF_BLUP,
EV4142,NDF_BLUP,
EW3295,NDF_BLUP,
EW3946,NDF_BLUP,0.41835348
EZ3447,NDF_BLUP,-0.66361882
EX3190,NDF_BLUP,-1.59326406
DKC6308,NDF_BLUP,
EZ5436,NDF_BLUP,
ET7019,NDF_BLUP,
EY3835,NDF_BLUP,
ES4648SQGZ,NDF_BLUP,
DKC3027,NDF_BLUP,1.51492073
EX4848,NDF_BLUP,
EZ3848,NDF_BLUP,
NT3512,NDF_BLUP,
EY3750,NDF_BLUP,-0.6888975
ISTELIA,NDF_BLUP,
EZ6947,NDF_BLUP,
EZ3090,NDF_BLUP,-0.25651771
DKC4598,NDF_BLUP,
DKC4109,NDF_BLUP,0.24636507
EX2712,NDF_BLUP,-2.00170582
EW4839,NDF_BLUP,
EW6653,NDF_BLUP,
DKC3438,NDF_BLUP,0.11622055
EX4571,NDF_BLUP,
DKC4070,NDF_BLUP,-0.10339507
EX2976,NDF_BLUP,-2.22577374
EX4680,NDF_BLUP,
DKC5065,NDF_BLUP,
EZ7038,NDF_BLUP,
DKC5911,NDF_BLUP,1.19130918
EY5158,NDF_BLUP,
EXTERION,NDF_BLUP,
EZ4692,NDF_BLUP,
DKC4814,NDF_BLUP,
DKC6919,NDF_BLUP,
EU6320XPYZ,NDF_BLUP,
EW3738,NDF_BLUP,
EX3192,NDF_BLUP,-1.51083474
DKC3050,NDF_BLUP,
EY6662,NDF_BLUP,
EZ3554,NDF_BLUP,
EZ4862,NDF_BLUP,
EZ5850,NDF_BLUP,
DKC5526,NDF_BLUP,
KUCHABA,NDF_BLUP,
EZ6766,NDF_BLUP,
EY7032,NDF_BLUP,
VASARI,NDF_BLUP,
DKC4717,NDF_BLUP,
EZ4460,NDF_BLUP,
EW5044,NDF_BLUP,
EZ4753,NDF_BLUP,
EY6852,NDF_BLUP,
DKC3012,NDF_BLUP,-1.57790807
DKC4416,NDF_BLUP,
EX2974,NDF_BLUP,
EZ3446,NDF_BLUP,-0.80046047
DKC3642,NDF_BLUP,-0.42448875
DKC4109WX,NDF_BLUP,
DKC4728,NDF_BLUP,
EV5039,NDF_BLUP,
DKC6625,NDF_BLUP,
EZ3847,NDF_BLUP,
ES4126,NDF_BLUP,
EZ4161,NDF_BLUP,
EY7110,NDF_BLUP,
DKC4031,NDF_BLUP,
DKC5542,NDF_BLUP,2.35428987
EZ3676,NDF_BLUP,0.14923095
EY3336,NDF_BLUP,-0.18133695
DKC3888,NDF_BLUP,-1.35892871
EY6939,NDF_BLUP,
EX4678,NDF_BLUP,
EY4160,NDF_BLUP,
EW5549,NDF_BLUP,-1.20021468
DKC5810,NDF_BLUP,
PIANELLO,NDF_BLUP,
EU4831,NDF_BLUP,
EZ4577,NDF_BLUP,
DKC5068,NDF_BLUP,
AUXKAR,NDF_BLUP,
GIUNONE,NDF_BLUP,
EX4746,NDF_BLUP,
DKC4933,NDF_BLUP,
EW3083,NDF_BLUP,
EY4748,NDF_BLUP,
DKC4539,NDF_BLUP,
DKC3414,NDF_BLUP,-0.12312533
EY4685,NDF_BLUP,
DKC5142WX,NDF_BLUP,
EZ4064,NDF_BLUP,
DKC4351,NDF_BLUP,
EZ3754,NDF_BLUP,0.02515584
EY5754,NDF_BLUP,
ENISOR,NDF_BLUP,
DKC4709,NDF_BLUP,
EY5755,NDF_BLUP,
EV3076,NDF_BLUP,
EZ3194,NDF_BLUP,
DKC3361,NDF_BLUP,
DKC6897,NDF_BLUP,
DKC4115,NDF_BLUP,
EW3665,NDF_BLUP,
EY5324,NDF_BLUP,
EY3430,NDF_BLUP,
EY4059,NDF_BLUP,
EZ2981,NDF_BLUP,
EZ5328,NDF_BLUP,
EZ4580,NDF_BLUP,
EW5926,NDF_BLUP,0.47424232
EX4744,NDF_BLUP,
EY5326,NDF_BLUP,
EZ3961,NDF_BLUP,
EY3748,NDF_BLUP,
EZ3546,NDF_BLUP,0.14575539
OBISPO,NDF_BLUP,
EZ3091,NDF_BLUP,0.14965973
EX4854,NDF_BLUP,
EU5734,NDF_BLUP,
EW4842,NDF_BLUP,
EZ6227,NDF_BLUP,
EZ4693,NDF_BLUP,
DKC5001,NDF_BLUP,
DKC3323,NDF_BLUP,-1.52803154
DKC5110,NDF_BLUP,0.99908353
EU3313,NDF_BLUP,-0.4770928
EU4662,NDF_BLUP,
DKC4603,NDF_BLUP,
DKC3117,NDF_BLUP,-1.20725395
EY3836,NDF_BLUP,
EZ5264,NDF_BLUP,
DKC6812,NDF_BLUP,
EX4052,NDF_BLUP,-0.29583553
EU4446,NDF_BLUP,
DKC3201,NDF_BLUP,-1.42406113
EX3332,NDF_BLUP,-0.63114936
EW5429,NDF_BLUP,
EV5428,NDF_BLUP,
EW5930,NDF_BLUP,
EZ5853,NDF_BLUP,
FACINA,NDF_BLUP,-0.08980693
EX3186,NDF_BLUP,
EY5752,NDF_BLUP,
EY7111,NDF_BLUP,
EY3744,NDF_BLUP,
DKC6537,NDF_BLUP,
EZ4467,NDF_BLUP,
DKC6092,NDF_BLUP,
EZ6770,NDF_BLUP,
EV5319,NDF_BLUP,
EX2975,NDF_BLUP,-2.14506709
DKC3884,NDF_BLUP,-0.71484661
EZ3684,NDF_BLUP,
DKC3532,NDF_BLUP,0.94768655
EZ6536,NDF_BLUP,
MAXEED,NDF_BLUP,
DKC5092,NDF_BLUP,
EY3540,NDF_BLUP,-0.01099725
EZ3679,NDF_BLUP,-0.12812667
DKC4038,NDF_BLUP,0.28961505
EP4115,NDF_BLUP,
EV5317,NDF_BLUP,
EX5323,NDF_BLUP,
DKC6626,NDF_BLUP,
EY5433,NDF_BLUP,
EZ5759,NDF_BLUP,
DKC3609,NDF_BLUP,
VALORITI,NDF_BLUP,-0.32572529
DKC4069,NDF_BLUP,
NN3550,NDF_BLUP,
BOUCALO,NDF_BLUP,
EZ3208,NDF_BLUP,
EZ5849,NDF_BLUP,
ET3936,NDF_BLUP,
EX5749,NDF_BLUP,
EZ3549,NDF_BLUP,-0.76050256
ELYSIUM,NDF_BLUP,
EV5742SQGZ,NDF_BLUP,
EU6432,NDF_BLUP,
EY6763,NDF_BLUP,
EZ3685,NDF_BLUP,
EU5918XPYZ,NDF_BLUP,
EY6225,NDF_BLUP,
EY3338,NDF_BLUP,-0.25662866
EY4688,NDF_BLUP,
KROMATIN,NDF_BLUP,
EZ4063,NDF_BLUP,
TALABOR,NDF_BLUP,
DKC3346,NDF_BLUP,0.07195471
EZ3962,NDF_BLUP,
EX3331,NDF_BLUP,-0.35012422
EZ3959,NDF_BLUP,
EX3742,NDF_BLUP,
EY6663,NDF_BLUP,
EV5632,NDF_BLUP,
DKC4792,NDF_BLUP,
EY3432,NDF_BLUP,-1.33378276
DKC5404,NDF_BLUP,
EX6848,NDF_BLUP,
EZ4068,NDF_BLUP,
EY3669,NDF_BLUP,
EZ4578,NDF_BLUP,
EQ5234SQGZ,NDF_BLUP,
EZ7116,NDF_BLUP,
EZ3347,NDF_BLUP,-1.58220248
EZ4691,NDF_BLUP,
EY3675,NDF_BLUP,-0.21912769
DKC4302,NDF_BLUP,
DKC3747,NDF_BLUP,-0.36585485
EZ3756,NDF_BLUP,
ABADDIR,NDF_BLUP,
EY6224,NDF_BLUP,
DKC3640,NDF_BLUP,-0.97719667
EY4938,NDF_BLUP,
EY4159,NDF_BLUP,-0.52864835
EX4855,NDF_BLUP,
DKC4335,NDF_BLUP,
DKC4541,NDF_BLUP,
ET3167,NDF_BLUP,
EY5641,PHT_BLUP,8.76616548
DKC5685WX,PHT_BLUP,0.01147101
DKC3730,PHT_BLUP,-0.59672044
EX3949,PHT_BLUP,-1.92401834
EY4058,PHT_BLUP,-3.73405129
EV4557,PHT_BLUP,-8.71077654
EY3438,PHT_BLUP,-1.91350927
ET7019KDDZ,PHT_BLUP,
EV6842,PHT_BLUP,16.17092233
EZ3845,PHT_BLUP,-19.79676171
ABEONIA,PHT_BLUP,19.43101705
DKC3939,PHT_BLUP,-14.30582501
DKC6980YG,PHT_BLUP,
DKC3595,PHT_BLUP,-10.84361675
GIUNONE,PHT_BLUP,0.83253333
DKC6131,PHT_BLUP,-4.02165776
EY6534,PHT_BLUP,1.77333257
DKC5209,PHT_BLUP,-14.80992606
LIMONAIRE,PHT_BLUP,-11.74782307
DKC3414,PHT_BLUP,10.28351562
DKC5142WX,PHT_BLUP,-2.7509985
EY6762,PHT_BLUP,-0.47777118
EX3203,PHT_BLUP,10.2306826
DKC4351,PHT_BLUP,-6.71916517
EY3746,PHT_BLUP,-25.52374147
EY5754,PHT_BLUP,3.97771654
EX4155,PHT_BLUP,-16.8271795
DKC4709,PHT_BLUP,-11.00293376
JOLIVETTE,PHT_BLUP,7.89063942
EY3671,PHT_BLUP,4.91411477
EZ3441,PHT_BLUP,12.54723841
EV5152,PHT_BLUP,-13.5432958
DKC4014,PHT_BLUP,-8.87263416
DKC3361,PHT_BLUP,-14.00690126
POPULARIO,PHT_BLUP,-5.69379086
EW3665,PHT_BLUP,-14.08264784
EZ2978,PHT_BLUP,11.25529415
EY4059,PHT_BLUP,-9.27558905
EY3339,PHT_BLUP,22.4052474
EY7035,PHT_BLUP,6.55975525
EZ3965,PHT_BLUP,0.86874658
DKC4125,PHT_BLUP,-10.13807787
EW5926,PHT_BLUP,-7.85558463
EY4259,PHT_BLUP,-9.01678168
EX2604,PHT_BLUP,3.18949936
DKC4611,PHT_BLUP,-6.96831971
EY3748,PHT_BLUP,-21.50004572
EY6944,PHT_BLUP,6.18210069
EW6757,PHT_BLUP,11.94706966
EX6532,PHT_BLUP,-1.55923991
DKC4320,PHT_BLUP,-2.57090241
OBISPO,PHT_BLUP,-9.58525979
EZ3091,PHT_BLUP,24.86107696
EY6943,PHT_BLUP,7.1750895
EX4854,PHT_BLUP,-3.78151301
EV5741,PHT_BLUP,-0.93403422
EW4842,PHT_BLUP,-7.48055479
DKC3719,PHT_BLUP,-0.58729456
EZ3678,PHT_BLUP,25.34012997
EZ3964,PHT_BLUP,-7.26004369
DKC3969,PHT_BLUP,-4.40893973
EX3087,PHT_BLUP,-15.98490975
DKC4603,PHT_BLUP,-5.82870084
EY3836,PHT_BLUP,-17.45275662
PAYKAN,PHT_BLUP,-6.80973635
EZ3551,PHT_BLUP,22.63523413
EZ5264,PHT_BLUP,4.52216972
EZ4463,PHT_BLUP,-11.36342337
EZ3449,PHT_BLUP,12.72164569
DKC6808,PHT_BLUP,-0.24627361
ER4237,PHT_BLUP,-14.40325601
EU6643,PHT_BLUP,2.94409029
EZ5437,PHT_BLUP,-11.0846879
EW5429,PHT_BLUP,-6.38752518
EX4852,PHT_BLUP,-15.68003843
EZ5436,PHT_BLUP,4.54351616
EZ6767,PHT_BLUP,-25.14003219
EZ3757,PHT_BLUP,-23.05630836
EY7111,PHT_BLUP,9.75554461
PEDINI,PHT_BLUP,
EY3089,PHT_BLUP,1.01919359
DKC6537,PHT_BLUP,0.01871369
STAROF,PHT_BLUP,-3.2244116
DKC6092,PHT_BLUP,-10.06970065
ES4648SQGZ,PHT_BLUP,-6.93122728
DKC3006,PHT_BLUP,-9.94506001
SPARKLING,PHT_BLUP,
DKC4814WX,PHT_BLUP,-4.70089814
EZ6535,PHT_BLUP,12.24299693
ES3726,PHT_BLUP,-7.28416601
NT3512,PHT_BLUP,-20.51357118
EZ3448,PHT_BLUP,4.96060856
EZ4061,PHT_BLUP,-3.81530733
EZ3679,PHT_BLUP,28.3471247
DKC4038,PHT_BLUP,10.16042766
IMEDIA,PHT_BLUP,7.63084108
DKC4109,PHT_BLUP,-10.62467047
EY3204,PHT_BLUP,-1.93390596
DKC6626,PHT_BLUP,18.0034035
DKC4070,PHT_BLUP,-5.79186247
EX4680,PHT_BLUP,-9.49411074
DKC3609,PHT_BLUP,-13.79915439
EY6533,PHT_BLUP,13.53372984
EY4335,PHT_BLUP,-15.4852587
EZ3545,PHT_BLUP,30.17897058
EZ3208,PHT_BLUP,-6.87938153
EZ6768,PHT_BLUP,-13.45162772
INALTERA,PHT_BLUP,-1.40970229
DKC4814,PHT_BLUP,-6.70494272
EX3828,PHT_BLUP,-11.68223443
DKC4279,PHT_BLUP,12.26131167
DKC4010,PHT_BLUP,-14.280992
EY6662,PHT_BLUP,8.71982308
EZ3554,PHT_BLUP,-21.79674333
EU5918XPYZ,PHT_BLUP,-2.26864872
EY6225,PHT_BLUP,-7.81724943
KROMATIN,PHT_BLUP,-3.47257422
EY6661,PHT_BLUP,13.07052662
EX4745,PHT_BLUP,-11.2679565
EV5841,PHT_BLUP,-3.1306623
EY5261,PHT_BLUP,-10.77811722
DKC3346,PHT_BLUP,7.07842693
AZUMAYA,PHT_BLUP,-16.99708889
EX3202,PHT_BLUP,-2.60164562
DKC5029,PHT_BLUP,2.72796
EZ5850,PHT_BLUP,2.54123072
DKC5526,PHT_BLUP,6.39319761
