LINE_NAME,trait,num_value
DKC3888,DCW_BLUP,-1.04912568
DKC5685WX,DCW_BLUP,
EV3732,DCW_BLUP,
DKC6402,DCW_BLUP,
EY3438,DCW_BLUP,0.13223273
DKC4897,DCW_BLUP,
DKC5068,DCW_BLUP,
ABEONIA,DCW_BLUP,
MOGABRIX,DCW_BLUP,
EY3435,DCW_BLUP,0.40216324
AUXKAR,DCW_BLUP,
DKC6980YG,DCW_BLUP,
GIUNONE,DCW_BLUP,
EZ3958,DCW_BLUP,
DKC4933,DCW_BLUP,
ET3822,DCW_BLUP,
EY4685,DCW_BLUP,
EY4940,DCW_BLUP,
SHEILA,DCW_BLUP,
EY4574,DCW_BLUP,
EZ3553,DCW_BLUP,
ET4442,DCW_BLUP,
INTERACTIS,DCW_BLUP,
EU4447,DCW_BLUP,
DKC3361,DCW_BLUP,
EZ5761,DCW_BLUP,
DKC3450,DCW_BLUP,-0.69853077
EY3538,DCW_BLUP,0.15620598
DKC3724,DCW_BLUP,0.29078165
EY5324,DCW_BLUP,
EZ2978,DCW_BLUP,-0.23115598
EZ2981,DCW_BLUP,
DKC4621,DCW_BLUP,
DKC3789,DCW_BLUP,
EZ3965,DCW_BLUP,
BAZALTIK,DCW_BLUP,
DKC4943,DCW_BLUP,
DKC4125,DCW_BLUP,
EZ3961,DCW_BLUP,
EV6321,DCW_BLUP,
EW4929,DCW_BLUP,-0.33042816
EY6943,DCW_BLUP,
EV5741,DCW_BLUP,
EX6018,DCW_BLUP,
EY3836,DCW_BLUP,
EZ5264,DCW_BLUP,
DKC6812,DCW_BLUP,
DKC6808,DCW_BLUP,
DKC5031WX,DCW_BLUP,
EU6643,DCW_BLUP,
EV4326,DCW_BLUP,
EW4931,DCW_BLUP,
EV5428,DCW_BLUP,
EV4142,DCW_BLUP,
EZ3849,DCW_BLUP,
EX4852,DCW_BLUP,
EZ3447,DCW_BLUP,-0.03066169
DKC6664,DCW_BLUP,
EX3190,DCW_BLUP,-0.32544034
EZ3757,DCW_BLUP,
EW2968,DCW_BLUP,-0.00831298
ZENANCE,DCW_BLUP,-0.05942233
EY5752,DCW_BLUP,
EY3744,DCW_BLUP,
EY3089,DCW_BLUP,0.02187696
EZ4065,DCW_BLUP,
STAROF,DCW_BLUP,
DKC6092,DCW_BLUP,
EX2975,DCW_BLUP,0.40220659
SPARKLING,DCW_BLUP,
C955,DCW_BLUP,
DKC3532,DCW_BLUP,-0.75171074
NT3512,DCW_BLUP,
EY3750,DCW_BLUP,0.2923027
EX5432,DCW_BLUP,
DKC4533,DCW_BLUP,
EZ2979,DCW_BLUP,
EP4115,DCW_BLUP,
EZ7117,DCW_BLUP,
DALAMER,DCW_BLUP,
DKC4069,DCW_BLUP,
EY4689,DCW_BLUP,
EY4335,DCW_BLUP,
EZ7039,DCW_BLUP,
EZ5159,DCW_BLUP,
EZ3208,DCW_BLUP,
EXTERION,DCW_BLUP,
EZ4692,DCW_BLUP,
ET3936,DCW_BLUP,
EX5637,DCW_BLUP,
EZ3549,DCW_BLUP,-0.93009153
EZ6771,DCW_BLUP,
IONITI,DCW_BLUP,
EX3831,DCW_BLUP,
EY6661,DCW_BLUP,
EX3742,DCW_BLUP,
DKC4908,DCW_BLUP,
EY4573,DCW_BLUP,
EZ3761,DCW_BLUP,
DKC4792,DCW_BLUP,
EY3432,DCW_BLUP,-0.15739917
EZ3344,DCW_BLUP,-0.01891346
EY6852,DCW_BLUP,
EX6759,DCW_BLUP,
EZ3548,DCW_BLUP,0.00519063
EY4575,DCW_BLUP,
EZ4860,DCW_BLUP,
DKC5812,DCW_BLUP,
DKC5206,DCW_BLUP,
ET4134,DCW_BLUP,
EZ3839,DCW_BLUP,-0.58915641
DKC3305,DCW_BLUP,-0.29949268
DKC4670,DCW_BLUP,
DKC3642,DCW_BLUP,0.25278
DKC4109WX,DCW_BLUP,
EZ3442,DCW_BLUP,0.03575481
DKC4751,DCW_BLUP,
DKC4728,DCW_BLUP,
ABADDIR,DCW_BLUP,
EV5153,DCW_BLUP,
EX6849,DCW_BLUP,
EZ4062,DCW_BLUP,
EY3535,DCW_BLUP,-0.03229854
CORTON,DCW_BLUP,
EY4159,DCW_BLUP,0.22521502
EZ4161,DCW_BLUP,
EZ3348,DCW_BLUP,-0.14140629
EY3336,DCW_BLUP,-0.62058146
DKC3730,DCW_BLUP,
ET7019KDDZ,DCW_BLUP,
PIANELLO,DCW_BLUP,
ES3932,DCW_BLUP,
EV6842,DCW_BLUP,
EXPERTIZE,DCW_BLUP,
ZORAN,DCW_BLUP,
DKC3601,DCW_BLUP,-0.09320837
DKC3595,DCW_BLUP,
DKC5209,DCW_BLUP,
DKC4540,DCW_BLUP,
DKC3414,DCW_BLUP,-0.00266909
DKC5142WX,DCW_BLUP,
GARGANTUA,DCW_BLUP,0.18133541
EZ5851,DCW_BLUP,
EZ5558,DCW_BLUP,
EX7030,DCW_BLUP,
DKC4351,DCW_BLUP,
EY5754,DCW_BLUP,
EY4686,DCW_BLUP,
EZ4466,DCW_BLUP,
WEEKLI,DCW_BLUP,-0.12649839
FIDEKA,DCW_BLUP,0.6239745
EX4682,DCW_BLUP,
DKC6897,DCW_BLUP,
EX4568,DCW_BLUP,
KIMMICH,DCW_BLUP,0.17742661
DKC2972,DCW_BLUP,0.98190403
DKC5432,DCW_BLUP,
MAGAN,DCW_BLUP,
EX2604,DCW_BLUP,0.22186838
EV3663,DCW_BLUP,0.291141
EZ3677,DCW_BLUP,0.38192314
EV3662,DCW_BLUP,0.03234128
EW6016SQGZ,DCW_BLUP,
EY6850,DCW_BLUP,
DKC4320,DCW_BLUP,0.06222041
EW4456,DCW_BLUP,
EZ3345,DCW_BLUP,0.16548775
DKC6228,DCW_BLUP,
EZ5265,DCW_BLUP,
EZ3680,DCW_BLUP,-0.09174985
DKC5075,DCW_BLUP,
DKC3719,DCW_BLUP,-0.29334868
DKC5001,DCW_BLUP,
DKC3623,DCW_BLUP,-0.26848276
EY4258,DCW_BLUP,
DKC4917,DCW_BLUP,
DKC3969,DCW_BLUP,
EU4662,DCW_BLUP,
DKC3972,DCW_BLUP,
EZ4463,DCW_BLUP,
EY6854,DCW_BLUP,
EY4260,DCW_BLUP,0.12812491
DKC6503,DCW_BLUP,
EX4052,DCW_BLUP,-0.19242032
EX4936,DCW_BLUP,
ER4237,DCW_BLUP,
DKC3201,DCW_BLUP,0.67082525
EX3332,DCW_BLUP,0.3770183
EZ3444,DCW_BLUP,0.18554396
EU3661,DCW_BLUP,0.13543631
DKC4391WX,DCW_BLUP,
DKC3513,DCW_BLUP,-0.34125922
ET7019,DCW_BLUP,
EY7111,DCW_BLUP,
EY3835,DCW_BLUP,
OSIKO,DCW_BLUP,
EZ4467,DCW_BLUP,
EX6437,DCW_BLUP,
DKC3796,DCW_BLUP,
DKC3027,DCW_BLUP,-0.63132747
EZ3552,DCW_BLUP,-0.14698934
EZ6535,DCW_BLUP,
EY3532,DCW_BLUP,-0.14195627
EX4848,DCW_BLUP,
EY3437,DCW_BLUP,0.26785767
EZ6947,DCW_BLUP,
DKC4590WX,DCW_BLUP,
EX2712,DCW_BLUP,-0.20810741
EY5049,DCW_BLUP,
DKC4231,DCW_BLUP,
EX6758,DCW_BLUP,
EX6531,DCW_BLUP,
EZ4461,DCW_BLUP,
EZ5759,DCW_BLUP,
EX4680,DCW_BLUP,
BOUCALO,DCW_BLUP,
EY3673,DCW_BLUP,0.02716365
EZ7038,DCW_BLUP,
EZ5266,DCW_BLUP,
KABARDI,DCW_BLUP,
EY5158,DCW_BLUP,
ELYSIUM,DCW_BLUP,
EY3751,DCW_BLUP,0.4792236
DKC3539,DCW_BLUP,-0.27988519
DKC4279,DCW_BLUP,-0.17549408
EZ5054,DCW_BLUP,
EU5918XPYZ,DCW_BLUP,
DKC5182WX,DCW_BLUP,
EY6225,DCW_BLUP,
KROMATIN,DCW_BLUP,
EY4057,DCW_BLUP,
EX4745,DCW_BLUP,
DKC5159,DCW_BLUP,
EV3825,DCW_BLUP,
EZ3544,DCW_BLUP,0.06295655
ES6921,DCW_BLUP,
EZ4068,DCW_BLUP,
EW5044,DCW_BLUP,
EZ4753,DCW_BLUP,
EZ7116,DCW_BLUP,
EU4663,DCW_BLUP,
EW4455,DCW_BLUP,
ES6638SQGZ,DCW_BLUP,
DKC4302,DCW_BLUP,
EX3952,DCW_BLUP,
EX3188,DCW_BLUP,-0.53332864
EZ3206,DCW_BLUP,-0.5451441
DKC3327,DCW_BLUP,-0.22269531
DKC6492,DCW_BLUP,
EX6439,DCW_BLUP,
EV5039,DCW_BLUP,
EY6224,DCW_BLUP,
DKC6625,DCW_BLUP,
EZ3847,DCW_BLUP,
ES4126,DCW_BLUP,
EX4855,DCW_BLUP,
EZ3843,DCW_BLUP,
EZ3682,DCW_BLUP,-0.29993637
DKC4031,DCW_BLUP,
DKC5605,DCW_BLUP,
ICARE,DCW_BLUP,
EY3955,DCW_BLUP,-0.7223422
DKC6731,DCW_BLUP,
DKC3204,DCW_BLUP,0.39487907
DKC3939,DCW_BLUP,
EY6534,DCW_BLUP,
EX4333,DCW_BLUP,
EW3083,DCW_BLUP,
DKC3218,DCW_BLUP,0.186818
EZ5263,DCW_BLUP,
LIMAGOLD,DCW_BLUP,
EZ4064,DCW_BLUP,
EZ5050,DCW_BLUP,
EY3746,DCW_BLUP,
DKC5182,DCW_BLUP,
EQ3243,DCW_BLUP,
EX4155,DCW_BLUP,
EY3747,DCW_BLUP,
EY3671,DCW_BLUP,0.41976668
EZ3441,DCW_BLUP,0.53491249
EV5152,DCW_BLUP,
EZ5758,DCW_BLUP,
EY3430,DCW_BLUP,
EY4059,DCW_BLUP,
EY3527,DCW_BLUP,
EY7035,DCW_BLUP,
EZ3343,DCW_BLUP,0.16694943
DKC2990,DCW_BLUP,-0.56340355
DKC4391,DCW_BLUP,
EZ3342,DCW_BLUP,0.14956795
EY5326,DCW_BLUP,
EY3748,DCW_BLUP,
EZ7040,DCW_BLUP,
EX6532,DCW_BLUP,
EY3672,DCW_BLUP,-0.20399323
DKC3805,DCW_BLUP,
OBISPO,DCW_BLUP,
EY3957,DCW_BLUP,
EU5734,DCW_BLUP,
EX3832,DCW_BLUP,
EZ3964,DCW_BLUP,
EU3313,DCW_BLUP,-0.06670757
EX3087,DCW_BLUP,-0.31311146
DKC4603,DCW_BLUP,
EY3439,DCW_BLUP,-0.22194306
EU4446,DCW_BLUP,
IZZLI,DCW_BLUP,
DKC4433,DCW_BLUP,
DKC6044,DCW_BLUP,
EZ3760,DCW_BLUP,
DKC5148,DCW_BLUP,
EW4667,DCW_BLUP,
EY5844,DCW_BLUP,
EZ5853,DCW_BLUP,
DKC6308,DCW_BLUP,
EZ5436,DCW_BLUP,
EY4751,DCW_BLUP,
EZ6770,DCW_BLUP,
DKC3884,DCW_BLUP,-0.36472285
EZ3090,DCW_BLUP,0.16817184
DKC4598,DCW_BLUP,
DKC4038,DCW_BLUP,-0.68502377
DKC4109,DCW_BLUP,-0.08068487
DKC3710,DCW_BLUP,-0.58418576
EW3084,DCW_BLUP,
DKC5685,DCW_BLUP,
EZ4579,DCW_BLUP,
EW6653,DCW_BLUP,
EX5323,DCW_BLUP,
KANELA,DCW_BLUP,-1.03681212
DKC5144,DCW_BLUP,
EV5924,DCW_BLUP,
DKC3609,DCW_BLUP,
DKC7023,DCW_BLUP,
DKC5065,DCW_BLUP,
VALORITI,DCW_BLUP,-0.08336651
EY6533,DCW_BLUP,
NN3550,DCW_BLUP,
EZ3545,DCW_BLUP,-0.65115546
DKC6980,DCW_BLUP,
EX5749,DCW_BLUP,
EZ5053,DCW_BLUP,
EX3192,DCW_BLUP,-0.01228379
EY6763,DCW_BLUP,
EY4688,DCW_BLUP,
EV5841,DCW_BLUP,
EZ4862,DCW_BLUP,
EY5261,DCW_BLUP,
DKC3346,DCW_BLUP,-0.91956176
AZUMAYA,DCW_BLUP,
EZ3959,DCW_BLUP,
EZ5850,DCW_BLUP,
DKC3079,DCW_BLUP,
DKC4655,DCW_BLUP,
DKC5404,DCW_BLUP,
EX4152,DCW_BLUP,-0.74435142
EQ5234SQGZ,DCW_BLUP,
EY3205,DCW_BLUP,
EZ3347,DCW_BLUP,-0.05137347
EZ4691,DCW_BLUP,
EU6223,DCW_BLUP,
EY3837,DCW_BLUP,
EZ3446,DCW_BLUP,0.59964403
EY4859SQGZ,DCW_BLUP,
TENTAXION,DCW_BLUP,
EZ5051,DCW_BLUP,
DKC3640,DCW_BLUP,0.33698509
EY7110,DCW_BLUP,
DKC4541,DCW_BLUP,
EY5641,DCW_BLUP,
EX3949,DCW_BLUP,
EY4058,DCW_BLUP,
EV4557,DCW_BLUP,
EW5549,DCW_BLUP,
EZ5643,DCW_BLUP,
EZ4464,DCW_BLUP,
EZ4577,DCW_BLUP,
DKC6131,DCW_BLUP,
EY4748,DCW_BLUP,
EY4256,DCW_BLUP,
LIMONAIRE,DCW_BLUP,
ES3159,DCW_BLUP,
DKC3888WX,DCW_BLUP,
DKC2684,DCW_BLUP,-1.08202657
EX5431,DCW_BLUP,
EX5157,DCW_BLUP,
EZ3349,DCW_BLUP,
ENISOR,DCW_BLUP,
DKC4709,DCW_BLUP,
EZ3550,DCW_BLUP,0.08276875
EZ4067,DCW_BLUP,
EW4930,DCW_BLUP,
DEVICE,DCW_BLUP,
DKC4115,DCW_BLUP,
EZ7037,DCW_BLUP,
EW3665,DCW_BLUP,
EY3954,DCW_BLUP,-0.46812858
EY3339,DCW_BLUP,-0.29636815
EW3417,DCW_BLUP,-0.70795581
EW4150,DCW_BLUP,
EZ4580,DCW_BLUP,
EY4259,DCW_BLUP,
EX4744,DCW_BLUP,
KLERI,DCW_BLUP,0.10341649
DKC4611,DCW_BLUP,
EZ6859,DCW_BLUP,
EY6944,DCW_BLUP,
EY3533,DCW_BLUP,-0.41689709
EX5258,DCW_BLUP,
DKC6728,DCW_BLUP,
EZ3547,DCW_BLUP,0.15922916
EZ5760,DCW_BLUP,
EZ3546,DCW_BLUP,-0.16870691
EW4834,DCW_BLUP,
ET6319KDDZ,DCW_BLUP,
EZ3091,DCW_BLUP,-0.43011221
EZ4693,DCW_BLUP,
DKC3323,DCW_BLUP,-0.34150687
DKC7107,DCW_BLUP,
DKC3844,DCW_BLUP,
DKC5110,DCW_BLUP,0.34131249
EY4157,DCW_BLUP,
APRECIA,DCW_BLUP,0.36535473
DKC3117,DCW_BLUP,0.03749138
EY3956,DCW_BLUP,
EV6754,DCW_BLUP,
NQ3224,DCW_BLUP,
KOLEKTOR,DCW_BLUP,
EY5325,DCW_BLUP,
EX3829,DCW_BLUP,0.01706498
EZ5437,DCW_BLUP,
EX4054,DCW_BLUP,
EW5429,DCW_BLUP,
EY6659,DCW_BLUP,
EZ5161,DCW_BLUP,
EW3295,DCW_BLUP,
EW3946,DCW_BLUP,-1.11306888
EW5930,DCW_BLUP,
EY4334,DCW_BLUP,
EW5322SQGZ,DCW_BLUP,
EZ3443,DCW_BLUP,0.42248201
DKC3006,DCW_BLUP,
EX3425,DCW_BLUP,0.4355056
EV5319,DCW_BLUP,
EZ3684,DCW_BLUP,
EZ4462,DCW_BLUP,
DKC4814WX,DCW_BLUP,
EZ3840,DCW_BLUP,-1.19938629
MAXEED,DCW_BLUP,
EY4683,DCW_BLUP,
EZ3448,DCW_BLUP,0.57849436
INFORMATIKA,DCW_BLUP,
EY3540,DCW_BLUP,-0.54680389
EZ3842,DCW_BLUP,
EY3204,DCW_BLUP,
EV5317,DCW_BLUP,
EY4857,DCW_BLUP,
EX2976,DCW_BLUP,0.17582963
EV6931,DCW_BLUP,
EX4151,DCW_BLUP,
EZ3681,DCW_BLUP,-0.16607822
EZ3841,DCW_BLUP,
DKC3434,DCW_BLUP,-0.01876826
EY5047,DCW_BLUP,
EZ3844,DCW_BLUP,
DKC5911,DCW_BLUP,0.01810518
AZZETI,DCW_BLUP,0.56759606
EZ6768,DCW_BLUP,
EZ3758,DCW_BLUP,
INALTERA,DCW_BLUP,
DKC6919,DCW_BLUP,
EU6320XPYZ,DCW_BLUP,
EY4747,DCW_BLUP,
EV5742SQGZ,DCW_BLUP,
EX3828,DCW_BLUP,
DKC3050,DCW_BLUP,
EZ3685,DCW_BLUP,
EY6662,DCW_BLUP,
EZ3554,DCW_BLUP,
DKC3096,DCW_BLUP,-0.15618044
EZ4063,DCW_BLUP,
TALABOR,DCW_BLUP,
EZ3962,DCW_BLUP,
EZ5160,DCW_BLUP,
DKC5029,DCW_BLUP,0.32667888
DKC5526,DCW_BLUP,
FIERTE,DCW_BLUP,
KUCHABA,DCW_BLUP,
EZ6766,DCW_BLUP,
EX6848,DCW_BLUP,
DKC4717,DCW_BLUP,
EY3669,DCW_BLUP,
EZ4460,DCW_BLUP,
EZ3445,DCW_BLUP,-0.7041121
DKC4416,DCW_BLUP,
EX4937,DCW_BLUP,
DKC4228,DCW_BLUP,
EZ3753,DCW_BLUP,-0.44170381
DKC3747,DCW_BLUP,-0.15057886
DKC7034,DCW_BLUP,
DKC3990,DCW_BLUP,-0.12613044
DKC5709,DCW_BLUP,
EZ4861,DCW_BLUP,
EZ3963,DCW_BLUP,
EY4938,DCW_BLUP,
EZ3543,DCW_BLUP,0.27196187
EZ4262,DCW_BLUP,
DKC5016,DCW_BLUP,
EW3326,DCW_BLUP,-0.25448642
DKC5542,DCW_BLUP,-0.79921628
EX4156,DCW_BLUP,
EX5552,DCW_BLUP,
EZ3755,DCW_BLUP,-0.68962876
SYNOPSIS,DCW_BLUP,
SPOUTNIK,DCW_BLUP,
EZ3207,DCW_BLUP,0.0912438
EY6939,DCW_BLUP,
EX5553,DCW_BLUP,
EV5742XPYZ,DCW_BLUP,
EX4678,DCW_BLUP,
EU3290,DCW_BLUP,-0.12811517
EY4160,DCW_BLUP,
DKC3088,DCW_BLUP,
EX4674,DCW_BLUP,
EY5327,DCW_BLUP,
DKC5810,DCW_BLUP,
DKC3937,DCW_BLUP,-0.29723953
DKC3402,DCW_BLUP,
MERJEN,DCW_BLUP,
EZ6858,DCW_BLUP,
EX3330XKLZ,DCW_BLUP,
EZ3845,DCW_BLUP,
EU4831,DCW_BLUP,
EY5933,DCW_BLUP,
TRADUXIO,DCW_BLUP,
EX4746,DCW_BLUP,
DKC4539,DCW_BLUP,
EY6762,DCW_BLUP,
EX3203,DCW_BLUP,0.68015866
EZ3754,DCW_BLUP,0.00051281
DKC3419,DCW_BLUP,-0.30666835
JOLIVETTE,DCW_BLUP,-1.08207034
DKC3527,DCW_BLUP,
DKC5744,DCW_BLUP,
EY3436,DCW_BLUP,-0.10338307
EY5755,DCW_BLUP,
EV3076,DCW_BLUP,
EZ3194,DCW_BLUP,
DKC4014,DCW_BLUP,
EY6856,DCW_BLUP,
DKC3400,DCW_BLUP,
DKC4178,DCW_BLUP,
POPULARIO,DCW_BLUP,
DKC3149,DCW_BLUP,0.09611458
EZ3346,DCW_BLUP,-0.38990486
EZ5328,DCW_BLUP,
DKC6715,DCW_BLUP,
DKC3442,DCW_BLUP,0.51039551
EW5926,DCW_BLUP,
DKC4908WX,DCW_BLUP,
DKC4712,DCW_BLUP,
ARTEMIDE,DCW_BLUP,
DKC5210,DCW_BLUP,
EY7034,DCW_BLUP,
EW6757,DCW_BLUP,
EU4554,DCW_BLUP,
EY4336,DCW_BLUP,
DKC6777,DCW_BLUP,
EY6855,DCW_BLUP,
EX4854,DCW_BLUP,
EW4842,DCW_BLUP,
EZ6227,DCW_BLUP,
BCOOL,DCW_BLUP,
EX6530,DCW_BLUP,
EZ3678,DCW_BLUP,0.10428398
EX6017,DCW_BLUP,
PAYKAN,DCW_BLUP,
EZ3551,DCW_BLUP,-0.67551538
EZ4066,DCW_BLUP,
EZ3449,DCW_BLUP,0.28797651
EX5257,DCW_BLUP,
EZ3450,DCW_BLUP,-0.23305033
EX3525,DCW_BLUP,-1.31028519
DUELING,DCW_BLUP,
EU5631,DCW_BLUP,
EZ5644,DCW_BLUP,
EU6750,DCW_BLUP,
EZ4576,DCW_BLUP,
ET4440,DCW_BLUP,
EZ6767,DCW_BLUP,
FACINA,DCW_BLUP,-0.13729476
DKC3924,DCW_BLUP,
EX3186,DCW_BLUP,
PEDINI,DCW_BLUP,
DKC6537,DCW_BLUP,
ES4648SQGZ,DCW_BLUP,
DKC3575,DCW_BLUP,0.18856235
ES3726,DCW_BLUP,
EZ6536,DCW_BLUP,
EZ3848,DCW_BLUP,
ISTELIA,DCW_BLUP,
DKC5092,DCW_BLUP,
EZ4061,DCW_BLUP,
EZ3679,DCW_BLUP,-0.02378814
IMEDIA,DCW_BLUP,0.11700817
EW4839,DCW_BLUP,
DKC3418,DCW_BLUP,0.42900585
DKC4162,DCW_BLUP,
DKC3247,DCW_BLUP,
DKC6761,DCW_BLUP,
EU4657,DCW_BLUP,
EZ5852,DCW_BLUP,
DKC4238,DCW_BLUP,
DKC3438,DCW_BLUP,-0.3715141
EZ3193,DCW_BLUP,-0.15577189
EX4571,DCW_BLUP,
DKC6626,DCW_BLUP,
EY5433,DCW_BLUP,
DKC4070,DCW_BLUP,-0.55571459
EZ6226,DCW_BLUP,
DKC3350,DCW_BLUP,0.05052535
EZ6769,DCW_BLUP,
DKC4316,DCW_BLUP,
EY4572,DCW_BLUP,
EZ5849,DCW_BLUP,
EX3833,DCW_BLUP,
EZ5559,DCW_BLUP,
DKC4814,DCW_BLUP,
DKC5049,DCW_BLUP,
EU3310,DCW_BLUP,-0.08727944
EW3738,DCW_BLUP,
EU6432,DCW_BLUP,
EZ4754,DCW_BLUP,
DKC4010,DCW_BLUP,
EV3293,DCW_BLUP,0.21185203
EUPHYTIA,DCW_BLUP,
EV3516,DCW_BLUP,-0.43050597
EY3338,DCW_BLUP,-0.06509325
DKC4726,DCW_BLUP,
EZ4941,DCW_BLUP,
EY5639,DCW_BLUP,
EZ2980,DCW_BLUP,
EZ5052,DCW_BLUP,
EX3202,DCW_BLUP,0.68358099
EX3331,DCW_BLUP,-0.44434627
EY6663,DCW_BLUP,
EV5632,DCW_BLUP,
DKC4098,DCW_BLUP,
EW2711,DCW_BLUP,
EY7032,DCW_BLUP,
EY3529,DCW_BLUP,
EZ3683,DCW_BLUP,
EZ3759,DCW_BLUP,
VASARI,DCW_BLUP,
EX4676,DCW_BLUP,
EZ4578,DCW_BLUP,
DKC3012,DCW_BLUP,-0.52819116
OYOLA,DCW_BLUP,
EX3333,DCW_BLUP,0.4617194
EY3675,DCW_BLUP,-0.43946376
EZ7115,DCW_BLUP,
EX2974,DCW_BLUP,
EW3297,DCW_BLUP,0.03515202
EZ3756,DCW_BLUP,
DKC7240,DCW_BLUP,
EZ3850,DCW_BLUP,
EZ3764,DCW_BLUP,
ESTEVIO,DCW_BLUP,
EV6525,DCW_BLUP,
DKC4335,DCW_BLUP,
EZ4465,DCW_BLUP,
EZ3676,DCW_BLUP,-0.08629014
DKC4428,DCW_BLUP,
ET3167,DCW_BLUP,
DKC5685WX,EHT_BLUP,-0.12035534
DKC3730,EHT_BLUP,5.33728721
EY6939,EHT_BLUP,0.04374187
EY4058,EHT_BLUP,1.83061976
EU4831,EHT_BLUP,-5.54964423
ZORAN,EHT_BLUP,13.96836454
AUXKAR,EHT_BLUP,
DKC3595,EHT_BLUP,-3.87434478
EX4746,EHT_BLUP,-11.22551568
EW3083,EHT_BLUP,-2.91185576
DKC4539,EHT_BLUP,-0.82148158
DKC3414,EHT_BLUP,0.6067288
EY4685,EHT_BLUP,-2.12035938
EZ4064,EHT_BLUP,1.70172036
ENISOR,EHT_BLUP,-5.30647922
EZ3550,EHT_BLUP,3.3851787
EY5755,EHT_BLUP,-5.47521101
EW4930,EHT_BLUP,-4.38290659
EZ3194,EHT_BLUP,-2.18370116
EZ3553,EHT_BLUP,-2.41738301
DKC4014,EHT_BLUP,1.54386401
EY6856,EHT_BLUP,-3.06909299
EU4447,EHT_BLUP,-7.19792507
DKC3450,EHT_BLUP,-0.15537686
DKC4178,EHT_BLUP,-1.3912851
EZ5758,EHT_BLUP,-5.48522331
EZ7037,EHT_BLUP,4.06454679
EZ3346,EHT_BLUP,0.21219189
DKC4621,EHT_BLUP,-0.09010399
EY7035,EHT_BLUP,6.89743415
EZ3343,EHT_BLUP,-5.23617721
DKC3442,EHT_BLUP,-5.8456567
DKC4908WX,EHT_BLUP,1.25343378
DKC4712,EHT_BLUP,-0.49658072
DKC4391,EHT_BLUP,0.21916175
EY5326,EHT_BLUP,-2.11599392
EZ3677,EHT_BLUP,6.47402655
EZ3961,EHT_BLUP,1.7587006
DKC4611,EHT_BLUP,-3.75917659
EY3748,EHT_BLUP,-6.21086924
EV6321,EHT_BLUP,-9.797986
EZ7040,EHT_BLUP,4.05996665
EY3533,EHT_BLUP,5.61150226
EZ3345,EHT_BLUP,-2.67958932
EZ3680,EHT_BLUP,14.69972239
EY4336,EHT_BLUP,-3.99427924
DKC5075,EHT_BLUP,-10.55627095
EU5734,EHT_BLUP,-5.64802939
EX3832,EHT_BLUP,-4.07593416
EW4842,EHT_BLUP,-4.17313016
EX6530,EHT_BLUP,-2.46404613
DKC3323,EHT_BLUP,-7.29793469
EX6018,EHT_BLUP,-6.50979753
EU3313,EHT_BLUP,-4.29576892
APRECIA,EHT_BLUP,-0.12541575
DKC3972,EHT_BLUP,2.1862031
EZ4463,EHT_BLUP,0.30178593
DKC5031WX,EHT_BLUP,-1.11510547
ER4237,EHT_BLUP,-6.27884313
KOLEKTOR,EHT_BLUP,-6.65602469
EX3332,EHT_BLUP,-7.31641646
DKC4433,EHT_BLUP,-3.35333208
EZ3450,EHT_BLUP,-3.70633657
DUELING,EHT_BLUP,-1.62206315
EU5631,EHT_BLUP,-12.49122537
EX4054,EHT_BLUP,2.81264899
EZ3760,EHT_BLUP,-7.91585291
EY6659,EHT_BLUP,5.76557692
EW4931,EHT_BLUP,-10.66159324
EV5428,EHT_BLUP,-8.41283105
EW4667,EHT_BLUP,-5.52262607
EW3946,EHT_BLUP,10.21704591
EY5844,EHT_BLUP,-4.50914358
EU6750,EHT_BLUP,13.8383742
ET4440,EHT_BLUP,-0.42378182
EZ6767,EHT_BLUP,-10.05464245
DKC3513,EHT_BLUP,1.04003588
DKC3924,EHT_BLUP,2.5725704
EW2968,EHT_BLUP,0.53870193
EY4751,EHT_BLUP,-0.72055686
EY3744,EHT_BLUP,-0.12496615
EZ4467,EHT_BLUP,-9.51236603
STAROF,EHT_BLUP,6.74320374
DKC3006,EHT_BLUP,-10.42353165
ES3726,EHT_BLUP,0.36364543
EX4848,EHT_BLUP,-7.47646763
EY3437,EHT_BLUP,-1.63024529
EZ3848,EHT_BLUP,-0.88228332
EZ3448,EHT_BLUP,-4.89290195
DKC3710,EHT_BLUP,4.05918986
EX5432,EHT_BLUP,-8.78523848
EX2712,EHT_BLUP,-19.975055
DKC6761,EHT_BLUP,9.69121799
EZ5852,EHT_BLUP,-9.00325409
EX5323,EHT_BLUP,-1.66729064
EX2976,EHT_BLUP,-13.38104619
EY3673,EHT_BLUP,0.83204108
EZ5266,EHT_BLUP,-0.309732
KABARDI,EHT_BLUP,-9.31306733
AZZETI,EHT_BLUP,-6.08043171
EZ5053,EHT_BLUP,-7.69346669
EW3738,EHT_BLUP,3.97069909
EX3831,EHT_BLUP,-8.40528304
EY3338,EHT_BLUP,-1.85662433
EY6661,EHT_BLUP,-1.13115715
TALABOR,EHT_BLUP,2.88708271
EZ5052,EHT_BLUP,-0.0520931
EZ3959,EHT_BLUP,6.26460872
DKC5159,EHT_BLUP,-4.11120314
EY3669,EHT_BLUP,0.40299504
EZ4460,EHT_BLUP,-2.39381897
EX4152,EHT_BLUP,-0.23769793
EZ3445,EHT_BLUP,3.11294674
EZ4578,EHT_BLUP,-5.00013437
